Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4
0,4.018181818181818,0.33722249074530586,4.2727272727272725,4.181818181818182,4.363636363636363,3.8181818181818183,3.4545454545454546
1,4.072727272727272,0.46851268097182475,4.818181818181818,3.727272727272727,4.2727272727272725,4.090909090909091,3.4545454545454546
2,4.309090909090909,0.49660001031809864,4.454545454545454,4.2727272727272725,5.0,4.363636363636363,3.4545454545454546
3,4.181818181818182,0.43408495950230425,4.454545454545454,4.2727272727272725,4.7272727272727275,4.0,3.4545454545454546
4,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
5,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
6,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
7,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
8,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
9,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
10,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
11,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
12,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
13,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
14,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
15,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
16,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
17,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
18,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
19,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
20,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
21,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
22,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
23,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
24,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
25,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
26,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
27,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
28,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
29,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
30,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
31,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
32,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
33,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
34,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
35,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
36,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
37,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
38,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
39,4.054545454545454,0.5936300988114415,4.454545454545454,4.2727272727272725,4.818181818181818,3.272727272727273,3.4545454545454546
